Effective Sparsity,Activation Error,Baseline Error,q,k,v,o,gate,up,down
0.00196078431372549,0.006626129150390625,0.00811004638671875,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143
0.00392156862745098,0.0074005126953125,0.00969696044921875,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285
0.0058823529411764705,0.00914764404296875,0.01126861572265625,0.0,0.0,0.0,0.0,0.0,0.0,0.02142857142857143
0.00784313725490196,0.01064300537109375,0.0128326416015625,0.0,0.0,0.0,0.025,0.0,0.0,0.02142857142857143
0.00980392156862745,0.0118560791015625,0.01442718505859375,0.0,0.0,0.0,0.025,0.0,0.007142857142857143,0.02142857142857143
0.011764705882352941,0.012786865234375,0.0160980224609375,0.0,0.0,0.0,0.025,0.007142857142857143,0.007142857142857143,0.02142857142857143
0.013725490196078431,0.01384735107421875,0.0178375244140625,0.0,0.0,0.0,0.05,0.007142857142857143,0.007142857142857143,0.02142857142857143
0.01568627450980392,0.01493072509765625,0.0196533203125,0.0,0.0,0.0,0.05,0.007142857142857143,0.007142857142857143,0.02857142857142857
0.01764705882352941,0.0160064697265625,0.02154541015625,0.0,0.0,0.0,0.07500000000000001,0.007142857142857143,0.007142857142857143,0.02857142857142857
0.0196078431372549,0.0170440673828125,0.0235137939453125,0.025,0.0,0.0,0.07500000000000001,0.007142857142857143,0.007142857142857143,0.02857142857142857
0.02156862745098039,0.0179595947265625,0.025604248046875,0.025,0.0,0.0,0.1,0.007142857142857143,0.007142857142857143,0.02857142857142857
0.023529411764705882,0.0190277099609375,0.0278167724609375,0.025,0.0,0.0,0.125,0.007142857142857143,0.007142857142857143,0.02857142857142857
0.02549019607843137,0.02020263671875,0.0301513671875,0.025,0.0,0.0,0.15,0.007142857142857143,0.007142857142857143,0.02857142857142857
0.027450980392156862,0.0213165283203125,0.032562255859375,0.025,0.0,0.0,0.15,0.007142857142857143,0.007142857142857143,0.03571428571428571
0.029411764705882353,0.0225372314453125,0.03515625,0.025,0.0,0.0,0.175,0.007142857142857143,0.007142857142857143,0.03571428571428571
0.03137254901960784,0.0238189697265625,0.037811279296875,0.025,0.0,0.0,0.175,0.014285714285714285,0.007142857142857143,0.03571428571428571
0.03333333333333333,0.024993896484375,0.040618896484375,0.025,0.0,0.0,0.175,0.014285714285714285,0.014285714285714285,0.03571428571428571
0.03529411764705882,0.026092529296875,0.04351806640625,0.025,0.0,0.0,0.175,0.014285714285714285,0.014285714285714285,0.04285714285714286
0.03725490196078431,0.027191162109375,0.046539306640625,0.025,0.0,0.0,0.19999999999999998,0.014285714285714285,0.014285714285714285,0.04285714285714286
0.0392156862745098,0.0284271240234375,0.049652099609375,0.05,0.0,0.0,0.19999999999999998,0.014285714285714285,0.014285714285714285,0.04285714285714286
0.04117647058823529,0.029541015625,0.052886962890625,0.05,0.0,0.0,0.22499999999999998,0.014285714285714285,0.014285714285714285,0.04285714285714286
0.04313725490196078,0.03076171875,0.0562744140625,0.05,0.0,0.0,0.24999999999999997,0.014285714285714285,0.014285714285714285,0.04285714285714286
0.045098039215686274,0.032012939453125,0.05975341796875,0.05,0.0,0.0,0.24999999999999997,0.014285714285714285,0.014285714285714285,0.05
0.047058823529411764,0.0333251953125,0.0633544921875,0.05,0.0,0.0,0.27499999999999997,0.014285714285714285,0.014285714285714285,0.05
0.049019607843137254,0.0347900390625,0.0670166015625,0.05,0.0,0.0,0.3,0.014285714285714285,0.014285714285714285,0.05
0.05098039215686274,0.03631591796875,0.07080078125,0.05,0.0,0.0,0.3,0.014285714285714285,0.014285714285714285,0.05714285714285715
0.05294117647058824,0.037811279296875,0.07464599609375,0.05,0.0,0.0,0.3,0.02142857142857143,0.014285714285714285,0.05714285714285715
