Effective Sparsity,Activation Error,Baseline Error,q,k,v,o,gate,up,down
0.003846153846153846,0.00038123130798339844,0.0004780292510986328,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285
0.007692307692307692,0.0004658699035644531,0.0005660057067871094,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.014285714285714285
0.011538461538461537,0.0005679130554199219,0.0006899833679199219,0.0,0.0,0.0,0.0,0.014285714285714285,0.014285714285714285,0.014285714285714285
0.015384615384615384,0.00067138671875,0.0008597373962402344,0.0,0.0,0.0,0.0,0.014285714285714285,0.014285714285714285,0.02857142857142857
0.019230769230769232,0.0009198188781738281,0.0010814666748046875,0.0,0.0,0.0,0.0,0.014285714285714285,0.014285714285714285,0.04285714285714286
0.023076923076923075,0.0011768341064453125,0.0013427734375,0.0,0.0,0.0,0.0,0.02857142857142857,0.014285714285714285,0.04285714285714286
0.02692307692307692,0.0014963150024414062,0.0016422271728515625,0.0,0.0,0.0,0.0,0.02857142857142857,0.014285714285714285,0.05714285714285714
0.030769230769230767,0.0017948150634765625,0.0019779205322265625,0.0,0.0,0.0,0.05,0.02857142857142857,0.014285714285714285,0.05714285714285714
0.03461538461538461,0.0020656585693359375,0.0023517608642578125,0.0,0.0,0.0,0.05,0.02857142857142857,0.02857142857142857,0.05714285714285714
0.038461538461538464,0.0023250579833984375,0.0027446746826171875,0.05,0.0,0.0,0.05,0.02857142857142857,0.02857142857142857,0.05714285714285714
0.04230769230769231,0.0026397705078125,0.003170013427734375,0.05,0.0,0.0,0.05,0.02857142857142857,0.02857142857142857,0.07142857142857142
0.04615384615384615,0.0029392242431640625,0.0036182403564453125,0.05,0.0,0.0,0.05,0.04285714285714286,0.02857142857142857,0.07142857142857142
0.049999999999999996,0.003345489501953125,0.004093170166015625,0.05,0.0,0.0,0.05,0.04285714285714286,0.02857142857142857,0.08571428571428572
0.05384615384615384,0.003810882568359375,0.00457763671875,0.05,0.0,0.0,0.05,0.04285714285714286,0.04285714285714286,0.08571428571428572
0.057692307692307696,0.004245758056640625,0.005092620849609375,0.05,0.0,0.0,0.05,0.05714285714285714,0.04285714285714286,0.08571428571428572
0.06153846153846154,0.004680633544921875,0.0056304931640625,0.05,0.0,0.0,0.05,0.05714285714285714,0.04285714285714286,0.1
0.06538461538461539,0.005237579345703125,0.00618743896484375,0.05,0.0,0.0,0.05,0.05714285714285714,0.04285714285714286,0.1142857142857143
0.06923076923076923,0.0057830810546875,0.00675201416015625,0.05,0.0,0.0,0.05,0.07142857142857142,0.04285714285714286,0.1142857142857143
0.07307692307692308,0.006290435791015625,0.007350921630859375,0.1,0.0,0.0,0.05,0.07142857142857142,0.04285714285714286,0.1142857142857143
0.07692307692307693,0.006824493408203125,0.00795745849609375,0.1,0.0,0.0,0.05,0.07142857142857142,0.05714285714285714,0.1142857142857143
0.08076923076923077,0.007358551025390625,0.0085906982421875,0.1,0.0,0.0,0.05,0.07142857142857142,0.05714285714285714,0.1285714285714286
0.08461538461538462,0.00795745849609375,0.00923919677734375,0.1,0.0,0.0,0.05,0.08571428571428572,0.05714285714285714,0.1285714285714286
0.08846153846153847,0.008575439453125,0.0099029541015625,0.1,0.0,0.0,0.05,0.08571428571428572,0.05714285714285714,0.14285714285714288
0.09230769230769233,0.009246826171875,0.010589599609375,0.1,0.0,0.0,0.05,0.08571428571428572,0.07142857142857142,0.14285714285714288
0.09615384615384616,0.0099029541015625,0.01128387451171875,0.1,0.0,0.0,0.1,0.08571428571428572,0.07142857142857142,0.14285714285714288
0.1,0.01053619384765625,0.01200103759765625,0.1,0.0,0.0,0.1,0.08571428571428572,0.07142857142857142,0.15714285714285717
0.10384615384615385,0.01114654541015625,0.0127410888671875,0.1,0.0,0.0,0.1,0.1,0.07142857142857142,0.15714285714285717
0.1076923076923077,0.01186370849609375,0.01348114013671875,0.15000000000000002,0.0,0.0,0.1,0.1,0.07142857142857142,0.15714285714285717
0.11153846153846156,0.012542724609375,0.01424407958984375,0.15000000000000002,0.0,0.0,0.1,0.1,0.07142857142857142,0.17142857142857146
0.11538461538461539,0.01323699951171875,0.0150146484375,0.15000000000000002,0.0,0.0,0.1,0.1142857142857143,0.07142857142857142,0.17142857142857146
0.11923076923076925,0.0139007568359375,0.0158233642578125,0.15000000000000002,0.2,0.0,0.1,0.1142857142857143,0.07142857142857142,0.17142857142857146
