Effective Sparsity,Activation Error,Baseline Error,q,k,v,o,gate,up,down
0.003846153846153846,0.00151824951171875,0.00213623046875,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285
0.007692307692307692,0.00153350830078125,0.0023651123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857
0.011538461538461537,0.00156402587890625,0.002532958984375,0.0,0.0,0.0,0.0,0.0,0.0,0.04285714285714286
0.015384615384615384,0.00164031982421875,0.0026702880859375,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714
0.019230769230769232,0.00176239013671875,0.0027923583984375,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
0.023076923076923075,0.00189208984375,0.0029296875,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.07142857142857142
0.02692307692307692,0.00201416015625,0.0030670166015625,0.0,0.0,0.0,0.0,0.014285714285714285,0.014285714285714285,0.07142857142857142
0.030769230769230767,0.00213623046875,0.0031890869140625,0.0,0.0,0.0,0.0,0.014285714285714285,0.014285714285714285,0.08571428571428572
0.03461538461538462,0.002288818359375,0.0033416748046875,0.0,0.0,0.0,0.0,0.014285714285714285,0.014285714285714285,0.1
0.038461538461538464,0.002471923828125,0.0034942626953125,0.0,0.0,0.0,0.0,0.02857142857142857,0.014285714285714285,0.1
0.04230769230769231,0.0026397705078125,0.003662109375,0.0,0.0,0.0,0.05,0.02857142857142857,0.014285714285714285,0.1
0.04615384615384616,0.002777099609375,0.003814697265625,0.0,0.0,0.0,0.05,0.02857142857142857,0.02857142857142857,0.1
0.05,0.0029449462890625,0.003997802734375,0.0,0.0,0.0,0.05,0.02857142857142857,0.02857142857142857,0.1142857142857143
0.05384615384615384,0.003143310546875,0.004180908203125,0.0,0.0,0.0,0.05,0.04285714285714286,0.02857142857142857,0.1142857142857143
0.057692307692307696,0.0033111572265625,0.004364013671875,0.0,0.0,0.0,0.05,0.04285714285714286,0.02857142857142857,0.1285714285714286
0.06153846153846154,0.0035247802734375,0.00457763671875,0.0,0.0,0.0,0.05,0.04285714285714286,0.04285714285714286,0.1285714285714286
0.06538461538461539,0.0037384033203125,0.00482177734375,0.0,0.0,0.0,0.05,0.04285714285714286,0.04285714285714286,0.14285714285714288
0.06923076923076923,0.00396728515625,0.00506591796875,0.05,0.0,0.0,0.05,0.04285714285714286,0.04285714285714286,0.14285714285714288
0.0730769230769231,0.004119873046875,0.00531005859375,0.05,0.0,0.0,0.1,0.04285714285714286,0.04285714285714286,0.14285714285714288
0.07692307692307693,0.0042724609375,0.00555419921875,0.1,0.0,0.0,0.1,0.04285714285714286,0.04285714285714286,0.14285714285714288
0.08076923076923079,0.00445556640625,0.00579833984375,0.1,0.0,0.0,0.1,0.05714285714285714,0.04285714285714286,0.14285714285714288
0.08461538461538462,0.004669189453125,0.006072998046875,0.1,0.0,0.0,0.1,0.05714285714285714,0.04285714285714286,0.15714285714285717
0.08846153846153845,0.0048828125,0.00634765625,0.1,0.0,0.0,0.1,0.05714285714285714,0.05714285714285714,0.15714285714285717
0.0923076923076923,0.005096435546875,0.006622314453125,0.1,0.0,0.0,0.15000000000000002,0.05714285714285714,0.05714285714285714,0.15714285714285717
0.09615384615384616,0.00531005859375,0.0069580078125,0.15000000000000002,0.0,0.0,0.15000000000000002,0.05714285714285714,0.05714285714285714,0.15714285714285717
0.1,0.005523681640625,0.00726318359375,0.15000000000000002,0.0,0.0,0.15000000000000002,0.07142857142857142,0.05714285714285714,0.15714285714285717
0.10384615384615385,0.0057373046875,0.007598876953125,0.15000000000000002,0.0,0.0,0.15000000000000002,0.07142857142857142,0.05714285714285714,0.17142857142857146
0.1076923076923077,0.0059814453125,0.0079345703125,0.15000000000000002,0.0,0.0,0.15000000000000002,0.07142857142857142,0.05714285714285714,0.18571428571428575
0.11153846153846156,0.006256103515625,0.00823974609375,0.15000000000000002,0.0,0.0,0.15000000000000002,0.08571428571428572,0.05714285714285714,0.18571428571428575
0.1153846153846154,0.006500244140625,0.0086669921875,0.15000000000000002,0.0,0.0,0.15000000000000002,0.08571428571428572,0.07142857142857142,0.18571428571428575
0.11923076923076925,0.006805419921875,0.00897216796875,0.15000000000000002,0.0,0.0,0.2,0.08571428571428572,0.07142857142857142,0.18571428571428575
0.12307692307692308,0.007080078125,0.0093994140625,0.15000000000000002,0.0,0.0,0.2,0.08571428571428572,0.07142857142857142,0.20000000000000004
0.12692307692307694,0.00738525390625,0.009765625,0.2,0.0,0.0,0.2,0.08571428571428572,0.07142857142857142,0.20000000000000004
0.13076923076923078,0.0076904296875,0.01019287109375,0.2,0.0,0.0,0.2,0.1,0.07142857142857142,0.20000000000000004
0.13461538461538464,0.00799560546875,0.01055908203125,0.2,0.0,0.0,0.2,0.1,0.08571428571428572,0.20000000000000004
0.13846153846153847,0.00823974609375,0.010986328125,0.2,0.0,0.0,0.2,0.1,0.08571428571428572,0.21428571428571433
0.1423076923076923,0.00860595703125,0.01141357421875,0.2,0.0,0.0,0.25,0.1,0.08571428571428572,0.21428571428571433
0.1461538461538462,0.0089111328125,0.0118408203125,0.2,0.0,0.0,0.25,0.1,0.08571428571428572,0.22857142857142862
0.15000000000000002,0.00921630859375,0.0123291015625,0.2,0.0,0.0,0.25,0.1142857142857143,0.08571428571428572,0.22857142857142862
0.15384615384615388,0.00958251953125,0.01275634765625,0.2,0.0,0.0,0.25,0.1142857142857143,0.1,0.22857142857142862
0.15769230769230771,0.00994873046875,0.01324462890625,0.2,0.0,0.0,0.25,0.1142857142857143,0.1,0.2428571428571429
0.16153846153846158,0.01031494140625,0.01373291015625,0.2,0.0,0.0,0.25,0.1285714285714286,0.1,0.2428571428571429
