Effective Sparsity,Activation Error,Baseline Error,q,k,v,o,gate,up,down
0.003846153846153846,0.004180908203125,0.01708984375,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285
0.007692307692307692,0.006805419921875,0.0191650390625,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857
0.011538461538461537,0.00958251953125,0.0206298828125,0.0,0.0,0.0,0.0,0.0,0.0,0.04285714285714286
0.015384615384615384,0.01239013671875,0.0220947265625,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.04285714285714286
0.01923076923076923,0.01416015625,0.0234375,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.05714285714285714
0.023076923076923075,0.015625,0.0250244140625,0.0,0.0,0.0,0.0,0.014285714285714285,0.014285714285714285,0.05714285714285714
0.02692307692307692,0.0177001953125,0.026611328125,0.0,0.0,0.0,0.0,0.014285714285714285,0.014285714285714285,0.07142857142857142
0.03076923076923077,0.01953125,0.0283203125,0.0,0.0,0.0,0.0,0.02857142857142857,0.014285714285714285,0.07142857142857142
0.03461538461538461,0.0216064453125,0.0302734375,0.0,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.07142857142857142
0.038461538461538464,0.0235595703125,0.0322265625,0.0,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.08571428571428572
0.04230769230769231,0.0257568359375,0.034423828125,0.0,0.0,0.0,0.0,0.04285714285714286,0.02857142857142857,0.08571428571428572
0.04615384615384616,0.0281982421875,0.036865234375,0.0,0.0,0.0,0.0,0.04285714285714286,0.02857142857142857,0.1
0.05,0.0308837890625,0.0390625,0.0,0.0,0.0,0.0,0.04285714285714286,0.04285714285714286,0.1
0.05384615384615384,0.03369140625,0.041748046875,0.0,0.0,0.0,0.0,0.05714285714285714,0.04285714285714286,0.1
0.057692307692307696,0.0361328125,0.04443359375,0.0,0.0,0.0,0.0,0.05714285714285714,0.04285714285714286,0.1142857142857143
0.06153846153846154,0.03857421875,0.04736328125,0.0,0.0,0.0,0.05,0.05714285714285714,0.04285714285714286,0.1142857142857143
0.06538461538461539,0.041748046875,0.05029296875,0.0,0.0,0.0,0.05,0.05714285714285714,0.04285714285714286,0.1285714285714286
0.06923076923076923,0.044921875,0.053466796875,0.0,0.0,0.0,0.05,0.07142857142857142,0.04285714285714286,0.1285714285714286
0.07307692307692308,0.048095703125,0.056884765625,0.05,0.0,0.0,0.05,0.07142857142857142,0.04285714285714286,0.1285714285714286
0.07692307692307693,0.05078125,0.060546875,0.05,0.0,0.0,0.05,0.07142857142857142,0.05714285714285714,0.1285714285714286
0.08076923076923077,0.053955078125,0.0634765625,0.05,0.0,0.0,0.05,0.07142857142857142,0.05714285714285714,0.14285714285714288
0.08461538461538462,0.0576171875,0.06787109375,0.05,0.0,0.0,0.05,0.08571428571428572,0.05714285714285714,0.14285714285714288
0.08846153846153845,0.06103515625,0.0712890625,0.05,0.0,0.0,0.05,0.08571428571428572,0.05714285714285714,0.15714285714285717
0.09230769230769233,0.064453125,0.0751953125,0.05,0.0,0.0,0.1,0.08571428571428572,0.05714285714285714,0.15714285714285717
0.09615384615384616,0.068359375,0.07958984375,0.1,0.0,0.0,0.1,0.08571428571428572,0.05714285714285714,0.15714285714285717
0.1,0.07177734375,0.08349609375,0.1,0.0,0.0,0.1,0.08571428571428572,0.07142857142857142,0.15714285714285717
0.10384615384615385,0.0751953125,0.087890625,0.1,0.0,0.0,0.1,0.08571428571428572,0.07142857142857142,0.17142857142857146
0.1076923076923077,0.0791015625,0.091796875,0.1,0.0,0.0,0.1,0.1,0.07142857142857142,0.17142857142857146
0.11153846153846156,0.0830078125,0.0966796875,0.1,0.0,0.0,0.1,0.1,0.08571428571428572,0.17142857142857146
0.1153846153846154,0.08740234375,0.10107421875,0.1,0.0,0.0,0.1,0.1142857142857143,0.08571428571428572,0.17142857142857146
0.11923076923076925,0.09130859375,0.10595703125,0.1,0.0,0.0,0.1,0.1142857142857143,0.08571428571428572,0.18571428571428575
0.1230769230769231,0.095703125,0.11083984375,0.1,0.0,0.0,0.1,0.1142857142857143,0.08571428571428572,0.20000000000000004
0.12692307692307694,0.1005859375,0.11572265625,0.1,0.0,0.0,0.1,0.1285714285714286,0.08571428571428572,0.20000000000000004
0.1307692307692308,0.10498046875,0.12060546875,0.1,0.0,0.0,0.1,0.1285714285714286,0.1,0.20000000000000004
0.13461538461538464,0.10986328125,0.125,0.15000000000000002,0.0,0.0,0.1,0.1285714285714286,0.1,0.20000000000000004
0.13846153846153847,0.1142578125,0.1318359375,0.15000000000000002,0.0,0.0,0.1,0.1285714285714286,0.1,0.21428571428571433
0.1423076923076923,0.119140625,0.13671875,0.15000000000000002,0.0,0.0,0.1,0.14285714285714288,0.1,0.21428571428571433
0.1461538461538462,0.1240234375,0.1416015625,0.15000000000000002,0.0,0.0,0.15000000000000002,0.14285714285714288,0.1,0.21428571428571433
0.15000000000000002,0.12890625,0.146484375,0.15000000000000002,0.0,0.0,0.15000000000000002,0.14285714285714288,0.1142857142857143,0.21428571428571433
0.15384615384615388,0.1337890625,0.15234375,0.15000000000000002,0.0,0.0,0.15000000000000002,0.14285714285714288,0.1142857142857143,0.22857142857142862
0.15769230769230771,0.138671875,0.1591796875,0.15000000000000002,0.0,0.0,0.15000000000000002,0.15714285714285717,0.1142857142857143,0.22857142857142862
0.16153846153846155,0.14453125,0.1640625,0.15000000000000002,0.0,0.0,0.15000000000000002,0.15714285714285717,0.1142857142857143,0.2428571428571429
0.1653846153846154,0.1494140625,0.169921875,0.15000000000000002,0.0,0.0,0.15000000000000002,0.15714285714285717,0.1142857142857143,0.2571428571428572
0.16923076923076924,0.1552734375,0.17578125,0.15000000000000002,0.2,0.0,0.15000000000000002,0.15714285714285717,0.1142857142857143,0.2571428571428572
0.17307692307692307,0.1611328125,0.1806640625,0.15000000000000002,0.2,0.0,0.15000000000000002,0.17142857142857146,0.1142857142857143,0.2571428571428572
0.176923076923077,0.166015625,0.1875,0.15000000000000002,0.2,0.0,0.15000000000000002,0.17142857142857146,0.1285714285714286,0.2571428571428572
0.18076923076923082,0.171875,0.1943359375,0.2,0.2,0.0,0.15000000000000002,0.17142857142857146,0.1285714285714286,0.2571428571428572
0.18461538461538465,0.177734375,0.2001953125,0.2,0.2,0.0,0.15000000000000002,0.18571428571428575,0.1285714285714286,0.2571428571428572
0.18846153846153849,0.18359375,0.2060546875,0.2,0.2,0.0,0.15000000000000002,0.18571428571428575,0.14285714285714288,0.2571428571428572
0.19230769230769235,0.1884765625,0.2119140625,0.2,0.2,0.0,0.15000000000000002,0.18571428571428575,0.14285714285714288,0.27142857142857146
