Effective Sparsity,Activation Error,Baseline Error,q,k,v,o,gate,up,down
0.0038461538461538464,1.5735626220703125e-05,2.086162567138672e-05,0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.007692307692307693,1.5735626220703125e-05,2.7239322662353516e-05,0.1,0.0,0.0,0.0,0.0,0.0,0.0
0.01153846153846154,1.5735626220703125e-05,3.3855438232421875e-05,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
0.015384615384615385,1.5795230865478516e-05,4.106760025024414e-05,0.2,0.0,0.0,0.0,0.0,0.0,0.0
0.019230769230769232,1.5974044799804688e-05,4.947185516357422e-05,0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.023076923076923075,1.627206802368164e-05,5.882978439331055e-05,0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.02692307692307692,1.6689300537109375e-05,6.937980651855469e-05,0.3,0.0,0.0,0.0,0.0,0.0,0.014285714285714285
0.030769230769230767,1.7702579498291016e-05,8.100271224975586e-05,0.35,0.0,0.0,0.0,0.0,0.0,0.014285714285714285
0.03461538461538461,1.8477439880371094e-05,9.357929229736328e-05,0.35,0.2,0.0,0.0,0.0,0.0,0.014285714285714285
0.03846153846153846,2.1159648895263672e-05,0.00010734796524047852,0.39999999999999997,0.2,0.0,0.0,0.0,0.0,0.014285714285714285
0.0423076923076923,2.2709369659423828e-05,0.00012189149856567383,0.39999999999999997,0.2,0.2,0.0,0.0,0.0,0.014285714285714285
0.04615384615384615,2.562999725341797e-05,0.00013720989227294922,0.39999999999999997,0.2,0.2,0.0,0.0,0.0,0.02857142857142857
0.05,2.8073787689208984e-05,0.0001533031463623047,0.39999999999999997,0.4,0.2,0.0,0.0,0.0,0.02857142857142857
0.05384615384615384,2.962350845336914e-05,0.0001703500747680664,0.44999999999999996,0.4,0.2,0.0,0.0,0.0,0.02857142857142857
0.057692307692307696,3.2901763916015625e-05,0.00018799304962158203,0.49999999999999994,0.4,0.2,0.0,0.0,0.0,0.02857142857142857
0.061538461538461535,3.5881996154785156e-05,0.00020647048950195312,0.49999999999999994,0.4,0.4,0.0,0.0,0.0,0.02857142857142857
0.06538461538461539,3.975629806518555e-05,0.0002257823944091797,0.49999999999999994,0.4,0.4,0.0,0.014285714285714285,0.0,0.02857142857142857
0.06923076923076923,4.374980926513672e-05,0.0002455711364746094,0.49999999999999994,0.4,0.4,0.0,0.014285714285714285,0.0,0.04285714285714286
0.07307692307692308,4.780292510986328e-05,0.0002663135528564453,0.49999999999999994,0.4,0.4,0.0,0.014285714285714285,0.014285714285714285,0.04285714285714286
0.07692307692307693,5.239248275756836e-05,0.0002872943878173828,0.5499999999999999,0.4,0.4,0.0,0.014285714285714285,0.014285714285714285,0.04285714285714286
0.08076923076923077,5.7697296142578125e-05,0.000308990478515625,0.5499999999999999,0.4,0.4,0.05,0.014285714285714285,0.014285714285714285,0.04285714285714286
0.08461538461538462,6.371736526489258e-05,0.00033164024353027344,0.5499999999999999,0.4,0.4,0.05,0.014285714285714285,0.014285714285714285,0.05714285714285714
0.08846153846153845,7.385015487670898e-05,0.00035500526428222656,0.5499999999999999,0.4,0.4,0.05,0.02857142857142857,0.014285714285714285,0.05714285714285714
0.0923076923076923,8.26716423034668e-05,0.0003788471221923828,0.5499999999999999,0.4,0.4,0.05,0.02857142857142857,0.014285714285714285,0.07142857142857142
0.09615384615384616,9.459257125854492e-05,0.00040340423583984375,0.5499999999999999,0.4,0.4,0.05,0.02857142857142857,0.02857142857142857,0.07142857142857142
0.09999999999999999,0.00010603666305541992,0.00042819976806640625,0.5499999999999999,0.4,0.4,0.05,0.02857142857142857,0.02857142857142857,0.08571428571428572
0.10384615384615385,0.00011754035949707031,0.0004544258117675781,0.6,0.4,0.4,0.05,0.02857142857142857,0.02857142857142857,0.08571428571428572
0.10769230769230768,0.0001283884048461914,0.00048065185546875,0.6,0.4,0.4,0.1,0.02857142857142857,0.02857142857142857,0.08571428571428572
0.11153846153846153,0.00014162063598632812,0.000507354736328125,0.6,0.4,0.4,0.1,0.04285714285714286,0.02857142857142857,0.08571428571428572
0.11538461538461539,0.0001537799835205078,0.0005354881286621094,0.6,0.4,0.4,0.1,0.04285714285714286,0.02857142857142857,0.1
0.11923076923076924,0.00016605854034423828,0.0005636215209960938,0.6,0.6000000000000001,0.4,0.1,0.04285714285714286,0.02857142857142857,0.1
0.12307692307692308,0.00018131732940673828,0.0005927085876464844,0.6,0.6000000000000001,0.4,0.1,0.04285714285714286,0.02857142857142857,0.1142857142857143
0.12692307692307692,0.00019633769989013672,0.000621795654296875,0.6,0.6000000000000001,0.4,0.1,0.04285714285714286,0.04285714285714286,0.1142857142857143
